 A(*, *)
 matr[          40 ,           39 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          40 ,           40 ] =                 (-1.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 A_formatted(*, *)
 fmt_matr[           1 ,           1 ]
    6.13E+02  0.00E+00
 fmt_matr[           1 ,           2 ]
   -1.03E+02  0.00E+00
 fmt_matr[           1 ,           3 ]
   -1.81E+06  0.00E+00
 fmt_matr[           1 ,           4 ]
    4.97E+02  0.00E+00
 fmt_matr[           1 ,           5 ]
    4.97E+02  0.00E+00
 fmt_matr[           1 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,           7 ]
   -4.97E+02  0.00E+00
 fmt_matr[           1 ,           8 ]
    4.97E+02  0.00E+00
 fmt_matr[           1 ,           9 ]
   -1.21E+01  0.00E+00
 fmt_matr[           1 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          17 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          18 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          19 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          20 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          21 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          22 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          23 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          24 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          31 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[           1 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,           1 ]
   -1.03E+02  0.00E+00
 fmt_matr[           2 ,           2 ]
    6.13E+02  0.00E+00
 fmt_matr[           2 ,           3 ]
   -1.81E+06  0.00E+00
 fmt_matr[           2 ,           4 ]
    4.97E+02  0.00E+00
 fmt_matr[           2 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,           6 ]
    4.97E+02  0.00E+00
 fmt_matr[           2 ,           7 ]
   -4.97E+02  0.00E+00
 fmt_matr[           2 ,           8 ]
    4.97E+02  0.00E+00
 fmt_matr[           2 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          10 ]
   -1.21E+01  0.00E+00
 fmt_matr[           2 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          17 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          18 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          19 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          20 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          21 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          22 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          23 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          24 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          31 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[           2 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,           1 ]
   -4.97E+02  0.00E+00
 fmt_matr[           3 ,           2 ]
   -4.97E+02  0.00E+00
 fmt_matr[           3 ,           3 ]
    7.70E+06  0.00E+00
 fmt_matr[           3 ,           4 ]
   -9.95E+02  0.00E+00
 fmt_matr[           3 ,           5 ]
   -4.97E+02  0.00E+00
 fmt_matr[           3 ,           6 ]
   -4.97E+02  0.00E+00
 fmt_matr[           3 ,           7 ]
    9.95E+02  0.00E+00
 fmt_matr[           3 ,           8 ]
   -9.95E+02  0.00E+00
 fmt_matr[           3 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          11 ]
   -1.21E+01  0.00E+00
 fmt_matr[           3 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          17 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          18 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          19 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          20 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          21 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          22 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          23 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          24 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[           3 ,          30 ]
    0.00E+00  0.00E+00
